iteration: 500, loss: 0.0052, scmap loss: 0.0052, locref loss: 0.0000, limb loss: 0.0000, lr: 0.0001
iteration: 1000, loss: 0.0045, scmap loss: 0.0044, locref loss: 0.0000, limb loss: 0.0000, lr: 0.0001
